xloc,yloc,zloc,phase,date_clock,tsec,t0_loc,eigval_max,eigval_mid,eigval_min,eigvec_max_e,eigvec_max_n,eigvec_max_u,eigvec_mid_e,eigvec_mid_n,eigvec_mid_u,mom,fc_p,fc_s,rad,sd,mw,energy,src_nrcv,src_misfit,mom_sdev,fc_sdev,snr_loc,orthogonality,distance_rcv,noise_level_acc
335377.3,4263134.4,358.7,3,01:05:19:18:09:51,929391,0.3462,69.71,23.23,15.84,0.81408,-0.36512,-0.45163,0.36794,0.92593,-0.08533,2.41E+07,56.7,121.3,12.06,6010.623,-1.078,2.65E+00,9,0.3148,2.24E+08,32.2,2.1,0.597,1312,2.58E-06
335387.8,4263053.8,350.5,3,01:05:19:18:15:06,929706,0.822,31.5,26.22,18.11,-0.48033,0.48978,0.7276,0.58566,-0.43843,0.68175,5.85E+06,190,111.3,5.84,12836.717,-1.489,1.37E+00,11,0.3511,1.61E+07,39.4,5,0.868,1294.8,2.67E-06
335416.7,4263029.1,406,3,01:05:19:19:21:41,933701,0.604,33.32,26.01,17.8,-0.77933,0.00652,0.62659,0.62647,-0.01387,0.77932,5.28E+06,139.8,175.1,5.65,12789.894,-1.518,1.25E+00,9,0.4623,6.70E+07,17.6,2.8,0.752,1338.6,2.63E-06
335384.6,4263024.1,339.9,3,01:05:19:19:51:42,935502,0.0589,65.71,25.78,9.67,0.89518,-0.07013,-0.44016,0.07767,0.99698,-0.00089,1.25E+07,145.1,99,7.08,15421.975,-1.269,3.52E+00,11,0.3802,3.77E+07,23.1,5.7,0.847,1284.6,2.56E-06
335373,4263101.9,553,3,02:05:19:13:38:13,999493,0.2715,91.5,32.88,23.66,0.42673,-0.85448,-0.29625,0.75101,0.51732,-0.41032,7.46E+06,140.4,105.2,6.96,9696.709,-1.418,1.32E+00,11,0.3249,4.71E+06,17.6,4.7,0.799,1495.5,5.03E-06
335172.6,4263130.9,444.4,3,02:05:19:13:38:34,999514,0.822,75.6,63.18,10.47,0.81029,-0.17046,-0.56069,0.20208,0.97935,-0.0057,4.39E+06,143.5,97.5,7.22,5096.102,-1.572,4.00E-01,11,0.2691,2.55E+06,23,3.4,0.645,1465.5,3.38E-06
335139.7,4263157.6,478.4,3,02:05:19:13:38:43,999523,0.4505,205.98,143.73,37.64,0.70307,-0.3462,-0.62116,0.36056,0.92643,-0.10824,7.05E+06,76.7,98.8,10.37,2762.721,-1.435,3.48E-01,10,0.314,1.53E+07,11,2.3,0.601,1512.6,3.64E-06
335141.5,4262944.9,373.7,3,02:05:19:13:38:58,999538,0.709,79.47,33.66,9.78,0.83052,0.06295,-0.55342,-0.06985,0.99752,0.00864,3.09E+06,165.9,73.2,7.83,2807.767,-1.674,1.58E-01,8,0.2419,2.06E+06,46.3,2.3,0.464,1409.7,3.31E-06
335225,4263039.3,462.5,3,02:05:19:13:39:28,999568,0.5376,85.21,35.98,10.24,0.86079,-0.07127,-0.50394,0.08191,0.99664,-0.00103,4.74E+06,91.7,90.3,9.52,2403.857,-1.55,2.08E-01,8,0.2715,5.96E+06,0.7,2.4,0.582,1455.3,6.09E-06
335408.5,4263030.1,609.4,3,02:05:19:13:40:01,999601,0.8335,70.49,12.22,8.81,0.96463,-0.09957,-0.24409,0.10249,0.99473,-0.00074,7.70E+06,130.5,107.7,6.91,10221.018,-1.409,1.55E+00,11,0.3209,2.17E+06,11.4,6.4,0.703,1537.3,3.38E-06
335397.8,4263073.6,603.3,3,02:05:19:13:40:18,999618,0.5718,84.92,30.52,10,0.89373,-0.26457,-0.36228,0.27096,0.96199,-0.0341,8.10E+06,111.5,118.8,7.28,9204.297,-1.394,1.47E+00,11,0.3141,4.99E+06,3.7,3.2,0.792,1535.7,3.73E-06
335376.2,4263054.5,550.1,3,02:05:19:13:41:22,999682,0.116,55.46,25.56,21.3,0.53345,-0.78527,-0.31429,0.66508,0.619,-0.41775,8.22E+06,121.9,95.9,7.83,7485.189,-1.39,1.12E+00,11,0.3424,5.59E+06,13,5.8,0.782,1489.1,4.45E-06
335359.2,4263064.3,569,3,02:05:19:13:41:25,999685,0.6715,118.94,14.96,14.92,0.94559,-0.21519,-0.24402,0.2419,0.96657,0.08501,4.16E+06,128.2,111.4,7.13,5018.103,-1.588,3.80E-01,9,0.2913,7.68E+06,8.4,3.3,0.823,1512.3,3.27E-06
335079,4263041.3,385.2,3,02:05:19:13:41:30,999690,0.1003,75.48,35.17,9.58,0.81177,-0.05517,-0.58137,0.06802,0.99768,0.00029,4.30E+06,121.9,114.7,7.28,4872.616,-1.577,3.82E-01,10,0.2683,4.52E+07,3.6,2.6,0.595,1449.2,3.50E-06
335112,4263098.3,413.4,3,02:05:19:13:41:52,999712,0.3167,74.33,47.67,9.47,0.82263,-0.12878,-0.55381,0.15158,0.98843,-0.00469,3.43E+06,128,89.1,7.93,3011.017,-1.643,1.88E-01,8,0.3138,6.24E+06,19.3,2.4,0.588,1461.5,4.67E-06
335280.7,4263058.2,545.7,3,02:05:19:13:41:56,999716,0.9417,84.34,28.71,10.07,0.90993,-0.13921,-0.3907,0.14546,0.98927,-0.01372,4.64E+06,124.7,89.3,7.97,3998.184,-1.556,3.40E-01,10,0.2765,6.03E+06,17.7,3.1,0.748,1513.9,5.40E-06
335381.7,4263062.2,577.8,3,02:05:19:13:41:59,999719,0.0628,80.69,43.06,11.43,0.89767,-0.19568,-0.39485,0.20321,0.97886,-0.02311,6.53E+06,110.6,107.5,7.81,6000.822,-1.457,7.28E-01,11,0.3217,4.57E+06,1.5,3.9,0.696,1514.7,3.68E-06
335187.8,4263165.6,439.4,3,02:05:19:13:42:29,999749,0.758,171.08,110.95,25.48,0.75502,-0.32644,-0.56867,0.34443,0.93543,-0.07967,9.01E+06,114.7,80.8,8.88,5625.747,-1.364,9.07E-01,11,0.301,4.09E+06,17,4.5,0.809,1458.3,3.65E-06
335227.6,4263044.4,554.7,3,02:05:19:13:43:14,999794,0.5386,73.16,42.92,9.49,0.88668,-0.08572,-0.45437,0.09457,0.99551,-0.00327,2.44E+06,182.9,100.1,6.24,4403.163,-1.741,1.98E-01,7,0.223,1.87E+06,40.8,2,0.695,1540.1,2.99E-06
335231.2,4263137.8,526.8,3,02:05:19:13:43:15,999795,0.8557,73.53,29.83,9.5,0.84674,-0.2507,-0.46923,0.27047,0.96237,-0.02611,2.91E+07,173.3,136.3,5.49,77069.683,-1.024,4.16E+01,11,0.3502,8.72E+06,18.5,8.6,0.869,1518.8,4.23E-06
335248.6,4263035.3,489.9,3,02:05:19:13:43:37,999817,0.6438,73.68,41.65,9.51,0.88444,-0.07183,-0.4611,0.08006,0.99679,-0.00171,6.69E+06,82.7,107.9,9.42,3501.713,-1.45,4.35E-01,10,0.2721,6.54E+06,12.6,3.5,0.513,1471.9,3.28E-06
335506,4263047.1,583.1,3,02:05:19:13:45:05,999905,0.1897,72.52,25.24,8.82,0.91854,-0.34126,-0.19957,0.34162,0.93923,-0.03374,1.28E+07,144.3,125.3,6.11,24601.484,-1.261,6.22E+00,11,0.3395,4.56E+06,9.5,7.6,0.611,1491.3,5.74E-06
335106.3,4263020.9,384.3,3,02:05:19:13:45:13,999913,0.951,112.63,43.73,13.1,0.82847,-0.01652,-0.55979,0.02773,0.99955,0.01155,4.25E+06,97.6,78.8,9.7,2034.674,-1.581,1.57E-01,10,0.3073,4.32E+06,9.3,2,0.525,1434.8,2.90E-06
335295.4,4263013.7,547.9,3,02:05:19:13:46:00,999960,0.8125,147.12,45.96,30.25,-0.84886,-0.06351,0.52478,-0.05329,-0.97742,-0.20449,2.64E+06,127.7,109.1,7.18,3114.691,-1.719,1.51E-01,10,0.3018,3.01E+06,9.3,2.3,0.717,1509.9,3.36E-06
335257.2,4262990.8,517.2,3,02:05:19:13:46:12,999972,0.8885,70.91,53.23,9.52,0.89306,0.01448,-0.4497,-0.01145,0.99989,0.00946,3.39E+06,155.9,124.2,6.07,6644.081,-1.647,4.18E-01,11,0.3322,2.51E+06,15.8,2.5,0.554,1493.7,3.12E-06
335240,4263133.4,467.4,3,02:05:19:13:46:23,999983,0.9694,77.49,70.4,9.9,0.84382,-0.18808,-0.50259,0.21801,0.97595,0.00081,2.44E+06,133.4,102.1,7.29,2749.009,-1.742,1.22E-01,9,0.3015,3.30E+06,15.6,2.3,0.619,1460.3,4.51E-06
335416.6,4263025.4,582.2,3,02:05:19:13:46:40,1000000,0.3506,51.76,10.35,5.27,0.61444,0.7657,-0.19016,0.25062,0.03911,0.96729,2.90E+06,133,94.8,7.45,3073.285,-1.692,1.66E-01,10,0.3437,4.31E+06,19.1,2.8,0.543,1508.9,3.05E-06
335392.1,4263045.9,560.2,3,02:05:19:13:47:01,1000021,0.5493,109.54,21.79,12.22,0.95783,-0.17135,-0.23065,0.17358,0.98476,-0.01076,4.04E+06,114.7,132,7.06,5021.969,-1.596,3.76E-01,10,0.2803,6.56E+06,8.7,3.3,0.515,1494.3,3.90E-06
335139.8,4262981.3,403.6,3,02:05:19:13:47:37,1000057,0.7908,83.47,25.69,14,0.84101,0.02553,-0.54042,-0.02207,0.99967,0.01287,2.58E+06,120.4,109.5,7.47,2707.816,-1.726,1.27E-01,8,0.2704,1.15E+07,5.4,2.6,0.405,1436.4,5.57E-06
335149.2,4263121.1,451.1,3,02:05:19:13:48:02,1000082,0.055,196.8,112.9,28.95,0.81033,-0.16371,-0.56264,0.1824,0.98295,-0.0233,4.14E+06,158.5,114.1,6.36,7043.17,-1.589,5.22E-01,11,0.3441,5.85E+06,22.2,5.1,0.695,1480.5,3.84E-06
335249.8,4263037.7,504.5,3,02:05:19:13:49:46,1000186,0.72,176.87,59.05,23.98,0.82769,-0.23181,-0.51107,0.2438,0.9688,-0.04459,3.02E+06,134,111.7,6.92,3989.221,-1.68,2.23E-01,11,0.2771,4.41E+06,11.1,3.3,0.635,1485.1,2.77E-06
335331,4263138.1,324,3,02:05:19:13:58:28,1000708,0.873,158.99,79.13,42.55,0.60686,-0.60623,-0.51402,0.55916,0.78524,-0.26595,1.20E+07,112.4,96.8,8.26,9332.777,-1.28,2.01E+00,11,0.3447,3.27E+06,7.8,6.3,0.9,1295,3.07E-06
335430.5,4262984.9,394.3,3,02:05:19:14:02:43,1000963,0.7882,73.85,25.21,9.57,0.92658,0.03423,-0.37453,-0.03162,0.99941,0.01311,5.47E+06,69.2,71.4,12.26,1298.033,-1.508,1.32E-01,8,0.3259,8.39E+06,1.1,2.1,0.549,1323.2,2.77E-06
335432.5,4263154.1,593.4,3,02:05:19:14:06:38,1001198,0.335,199.62,103.55,23.37,-0.77141,-0.62876,0.09793,0.59204,-0.76557,-0.25178,4.63E+07,215,148.7,4.55,214969.02,-0.89,1.97E+02,11,0.346,1.27E+07,33.1,12.9,0.856,1524.2,5.85E-06
335543,4263015.9,388.8,3,02:05:19:14:29:56,1002596,0.6299,98.2,13.41,12.71,0.94692,-0.12782,-0.29496,0.11163,0.9912,-0.07116,3.81E+06,119.3,101.8,7.69,3664.691,-1.612,2.57E-01,10,0.3329,2.33E+06,8.8,3.4,0.813,1292.7,2.69E-06
335387.9,4263061.3,267.2,3,02:05:19:14:30:16,1002616,0.7771,75.62,13.31,12.64,0.8591,-0.18727,-0.47631,0.11621,0.97772,-0.1748,2.57E+06,107.2,107.7,8.13,2092.918,-1.726,9.64E-02,10,0.262,2.47E+06,0.2,2.2,0.464,1216.1,2.74E-06
335247.9,4263156.4,239.9,3,02:05:19:14:49:07,1003747,0.4964,71.05,34.29,9.82,0.73361,-0.25674,-0.62921,0.29434,0.95458,-0.04633,2.81E+06,116.9,101.4,8.02,2386.352,-1.701,1.17E-01,9,0.2995,3.47E+06,7.7,2.7,0.71,1252.4,3.32E-06
335205.7,4263106.4,504.2,3,02:05:19:14:52:54,1003974,0.1538,73.74,53.61,9.62,0.84245,-0.1793,-0.50806,0.19867,0.97993,-0.01641,4.28E+06,151.5,100,6.89,5721.472,-1.579,4.47E-01,11,0.306,4.38E+06,25.8,3,0.632,1504.8,3.42E-06
335359.6,4263043.1,215.1,3,02:05:19:14:54:51,1004091,0.8682,76.85,37.75,11.92,0.87344,-0.10434,-0.47563,0.11627,0.99321,-0.00438,9.62E+06,194.7,124.6,5.43,26214.279,-1.345,4.59E+00,11,0.3506,3.05E+06,35,6.1,0.687,1176,4.02E-06
335220.2,4263127.1,243.3,3,02:05:19:15:05:51,1004751,0.1668,71.21,41.6,9.8,0.74508,-0.17495,-0.64362,0.21463,0.97655,-0.01698,4.38E+06,98.7,87.2,9.43,2287.392,-1.573,1.75E-01,10,0.3129,4.25E+06,5.8,4,0.684,1264,2.67E-06
335364,4263137.4,568.7,3,02:05:19:15:09:00,1004940,0.4106,76.47,37.54,9.5,0.87316,-0.32427,-0.36392,0.33946,0.94033,-0.02341,4.13E+06,143.8,82.2,7.77,3843.353,-1.59,2.89E-01,10,0.3473,2.34E+06,30.8,3.8,0.607,1515.9,2.52E-06
335264,4263130.6,317.9,3,02:05:19:15:36:20,1006580,0.492,209.33,123.33,33.63,0.71529,-0.34935,-0.60523,0.36596,0.92508,-0.10146,3.00E+06,87.5,89,9.82,1385.859,-1.682,7.57E-02,10,0.3378,6.52E+06,0.7,2.3,0.591,1313.4,3.25E-06
335353.3,4263031.9,336.6,3,02:05:19:15:47:05,1007225,0.2322,71.19,26.95,10.32,0.87493,-0.08384,-0.47694,0.09284,0.99567,-0.00472,5.73E+06,148.1,99.7,7.03,7215.421,-1.495,7.39E-01,11,0.3306,2.34E+06,24.2,6,0.874,1291.8,3.28E-06
335501.9,4263023.3,385,3,02:05:19:22:41:35,1032095,0.6474,79.94,24.19,10.84,0.93515,-0.13956,-0.32561,0.14157,0.98977,-0.01763,5.62E+06,89,78.5,10.17,2337.861,-1.5,2.41E-01,11,0.3239,8.11E+06,5.2,2.3,0.574,1297.4,4.62E-06
