x,y,z
340026.276874,4262211.74011,1848.21775337
340018.0,4262211.07754,1848.21775337
341568.0,4262151.98494,-2530.00789501
341568.0,4262151.18415,-2498.50986876
341568.0,4262152.43896,2257.69209459
341568.0,4262152.52636,2289.19012084
338893.0,4262453.25179,1816.71972713
338868.0,4262466.42164,1816.71972713
338893.0,4262451.77152,1848.21775337
338868.0,4262465.15876,1848.21775337
337818.0,4262929.74684,-2530.00789501
337818.0,4262929.06548,-2498.50986876
340043.0,4262212.10295,1879.71577962
340043.0,4262211.8184,1911.21380587
340068.0,4262214.7607,1879.71577962
340068.0,4262214.58094,1911.21380587
338118.0,4262806.7054,1816.71972713
338118.0,4262806.22788,1848.21775337
339968.0,4262207.25002,1879.71577962
339968.0,4262206.96686,1911.21380587
341168.0,4262195.1029,1942.71183212
341168.0,4262195.70362,1974.20985836
339768.0,4262201.92357,1879.71577962
339768.0,4262201.39969,1911.21380587
338968.0,4262416.29657,1816.71972713
338968.0,4262414.90362,1848.21775337
339168.0,4262327.32886,1848.21775337
339168.0,4262326.30662,1879.71577962
337818.0,4262929.26529,1785.22170088
337818.0,4262929.29883,1816.71972713
340968.0,4262226.44068,1911.21380587
340968.0,4262226.83662,1942.71183212
340618.0,4262267.86224,1911.21380587
340618.0,4262268.12161,1942.71183212
341543.0,4262155.05471,-2467.01184252
341568.0,4262150.42782,-2467.01184252
341543.0,4262157.47432,-2561.50592126
341568.0,4262152.81911,-2561.50592126
341543.0,4262156.08485,2320.68814708
341568.0,4262152.31508,2320.68814708
341543.0,4262155.79873,2226.19406834
341568.0,4262151.99522,2226.19406834
339743.0,4262202.22427,1942.71183212
339768.0,4262201.93648,1942.71183212
339743.0,4262203.88297,1848.21775337
339768.0,4262203.44638,1848.21775337
338943.0,4262426.12228,1879.71577962
338968.0,4262414.01468,1879.71577962
338943.0,4262430.14388,1785.22170088
338968.0,4262418.12029,1785.22170088
338539.363585,4262648.27539,1879.71577962
338540.223876,4262648.27539,1785.22170088
340370.914733,4262251.42513,1974.20985836
340374.791047,4262251.42513,1879.71577962
340943.0,4262230.69283,1974.20985836
340968.0,4262227.09833,1974.20985836
340943.0,4262229.5084,1879.71577962
340968.0,4262225.91955,1879.71577962
340593.0,4262268.4262,1974.20985836
340618.0,4262267.01363,1974.20985836
340593.0,4262267.68291,1879.71577962
340618.0,4262266.22085,1879.71577962
338143.0,4262795.91173,1879.71577962
338118.0,4262805.97253,1879.71577962
338143.0,4262797.30182,1785.22170088
338119.081452,4262807.0155,1785.22170088
338118.0,4262807.0155,1803.7261138
339993.0,4262208.68466,1942.71183212
339968.0,4262207.28981,1942.71183212
339993.0,4262209.45218,1848.21775337
339968.0,4262208.10793,1848.21775337
341193.0,4262192.7865,2005.70788461
341168.0,4262196.63181,2005.70788461
341193.0,4262190.88956,1911.21380587
341168.0,4262194.92157,1911.21380587
339168.0,4262329.71409,1816.71972713
338868.0,4262464.34132,1879.71577962
337818.0,4262928.34199,-2467.01184252
337818.0,4262927.66393,1753.72367463
340068.0,4262214.99618,1942.71183212
338218.0,4262770.11996,1753.72367463
338168.0,4262788.55405,1753.72367463
340918.0,4262234.17599,2005.70788461
340868.0,4262240.65953,2005.70788461
341518.0,4262163.02763,-2593.00394751
341470.178207,4262172.05508,-2593.00394751
341468.0,4262172.05508,-2578.21828692
341518.0,4262158.5309,2194.6960421
341468.0,4262165.03969,2194.6960421
340368.0,4262250.59895,2005.70788461
340318.0,4262244.82866,2005.70788461
338918.0,4262444.41583,1753.72367463
