,X,Y,Z
554,335381.7378,4263051.697,684.0029768183183
555,335381.7358,4263051.694,686.2448051333333
556,335381.7339,4263051.692,688.4866334483484
557,335381.7319,4263051.688999999,690.7284617633634
558,335381.7296306749,4263051.686000001,692.9702900783782
559,335381.7275,4263051.683999999,695.2121183933932
560,335381.7256,4263051.681,697.4539467084082
561,335381.7236,4263051.678,699.6957750234233
562,335381.7217,4263051.676,701.9376033384383
563,335381.7197,4263051.673,704.1794316534533
564,335381.7173,4263051.67,706.4212599684683
565,335381.7153,4263051.667370368,708.6630882834834
566,335381.7134,4263051.665,710.9049165984984
567,335381.7114,4263051.662,713.1467449135134
568,335381.7095,4263051.66,715.3885732285285
569,335381.707128057,4263051.657,717.6304015435435
570,335381.7051,4263051.654,719.8722298585585
571,335381.7031,4263051.652,722.1140581735735
572,335381.7012,4263051.649,724.3558864885886
573,335381.6992,4263051.646000001,726.5977148036036
574,335381.69729934365,4263051.643999999,728.8395431186186
575,335381.6948,4263051.641,731.0813714336336
576,335381.6929,4263051.638,733.3231997486484
577,335381.6909,4263051.636,735.5650280636635
578,335381.689,4263051.633,737.8068563786785
579,335381.687,4263051.63,740.0486846936935
580,335381.6914554126,4263051.617889174,742.2905130087086
581,335381.70698161173,4263051.589,744.5323413237236
582,335381.7227,4263051.5595732,746.7741696387386
583,335381.73813523236,4263051.530329536,749.0159979537536
584,335381.7534,4263051.501475275,751.2578262687687
585,335381.7689380772,4263051.472,753.4996545837837
586,335381.7843894562,4263051.443,755.7414828987987
587,335381.7998424216,4263051.413915156,757.9833112138137
588,335381.815387409,4263051.385,760.2251395288288
589,335381.8311,4263051.355855998,762.4669678438438
590,335381.8465220761,4263051.3263558475,764.7087961588588
591,335381.8618,4263051.297,766.9506244738739
592,335381.87714041374,4263051.268648965,769.1924527888889
593,335381.89276210195,4263051.239,771.4342811039039
594,335381.9082295344,4263051.209940931,773.6761094189189
595,335381.9237534605,4263051.181,775.9179377339337
596,335381.93949030223,4263051.152,778.1597660489488
597,335381.9547154216,4263051.1227691565,780.4015943639638
598,335381.9702,4263051.093527094,782.6434226789788
599,335381.9858,4263051.064674051,784.8852509939938
600,335382.0011260179,4263051.035,787.1270793090089
601,335382.01661744737,4263051.006,789.3689076240239
602,335382.0321389316,4263050.977122136,791.6107359390389
603,335382.0477798483,4263050.948,793.852564254054
604,335382.0632967772,4263050.9184064455,796.094392569069
605,335382.0786,4263050.889552329,798.336220884084
606,335382.0942,4263050.860734927,800.578049199099
607,335382.10951327946,4263050.83177344,802.8198775141141
608,335382.12500304874,4263050.802,805.0617058291291
609,335382.1406,4263050.773,807.3035341441441
610,335382.15623030724,4263050.744,809.5453624591592
611,335382.17168434965,4263050.715,811.7871907741742
612,335382.187,4263050.685626885,814.0290190891892
613,335382.2026,4263050.656724586,816.270847404204
614,335382.21789039654,4263050.627,818.512675719219
615,335382.2334,4263050.598042533,820.7545040342341
616,335382.24890605675,4263050.569187887,822.9963323492491
617,335382.2645221881,4263050.54019453,825.2381606642641
618,335382.28004429664,4263050.511,827.4799889792791
619,335382.2954,4263050.481604824,829.7218172942942
620,335382.311,4263050.452750465,831.9636456093092
621,335382.32627040375,4263050.423859192,834.2054739243242
622,335382.34177838813,4263050.395,836.4473022393393
623,335382.3473112358,4263050.368222471,838.6891305543543
624,335382.3219452215,4263050.352290443,840.9309588693693
625,335382.29664208705,4263050.336,843.1727871843843
626,335382.27081581677,4263050.32,845.4146154993994
627,335382.2454990125,4263050.304,847.6564438144144
628,335382.2201356199,4263050.288,849.8982721294294
629,335382.1948369475,4263050.272,852.1401004444444
630,335382.16953290056,4263050.256,854.3819287594595
631,335382.1438683729,4263050.24,856.6237570744743
632,335382.11845685943,4263050.223999999,858.8655853894893
633,335382.0931307662,4263050.208000001,861.1074137045043
634,335382.0677725702,4263050.191745141,863.3492420195194
635,335382.04247175576,4263050.175943512,865.5910703345344
636,335382.0166632844,4263050.159126569,867.8328986495494
637,335381.9913552907,4263050.143310581,870.0747269645644
638,335381.9659742807,4263050.127,872.3165552795795
639,335381.9406719434,4263050.1110000005,874.5583835945945
640,335381.91525748384,4263050.095,876.8002119096095
641,335381.88956164086,4263050.079,879.0420402246245
642,335381.8642902262,4263050.063,881.2838685396396
643,335381.8389659235,4263050.047,883.5256968546546
644,335381.81367829995,4263050.031,885.7675251696696
645,335381.7882981723,4263050.015,888.0093534846847
646,335381.76288007095,4263049.999,890.2511817996997
647,335381.7371600744,4263049.982720149,892.4930101147147
648,335381.71188065474,4263049.966961309,894.7348384297297
649,335381.68650689424,4263049.950013788,896.9766667447448
650,335381.66118018184,4263049.934160363,899.2184950597596
651,335381.6357,4263049.9180000005,901.4603233747746
652,335381.6104869803,4263049.902217451,903.7021516897896
653,335381.5848011171,4263049.886,905.9439800048046
654,335381.559475132,4263049.87,908.1858083198197
655,335381.5342,4263049.853999999,910.4276366348347
656,335381.5088222749,4263049.838,912.6694649498497
657,335381.4830909293,4263049.822,914.9112932648648
658,335381.458,4263049.806,917.1531215798798
659,335381.4323424552,4263049.79,919.3949498948948
660,335381.4070160306,4263049.773632062,921.6367782099098
661,335381.3813380374,4263049.758,923.8786065249249
662,335381.35619932064,4263049.741498302,926.1204348399399
663,335381.3306364353,4263049.72507287,928.3622631549549
664,335381.3052,4263049.709,930.60409146997
665,335381.2800594564,4263049.693,932.845919784985
666,335381.25465722574,4263049.677,935.0877481
667,335381.2289517696,4263049.661,937.329576415015
668,335381.20350433205,4263049.645,939.5714047300298
669,335381.1782,4263049.629,941.8132330450449
670,335381.1528,4263049.613,944.0550613600599
671,335381.12752454757,4263049.597,946.2968896750749
672,335381.1021,4263049.581,948.5387179900899
673,335381.0765867442,4263049.564773489,950.780546305105
674,335381.0382826584,4263049.528682658,953.02237462012
675,335380.99940932915,4263049.492818658,955.264202935135
676,335380.96079120226,4263049.456,957.50603125015
677,335380.92199543864,4263049.42,959.7478595651651
678,335380.8830331553,4263049.383233155,961.9896878801801
679,335380.8444814487,4263049.347,964.2315161951951
680,335380.80570881994,4263049.31050882,966.4733445102102
681,335380.7667462209,4263049.274646221,968.7151728252252
682,335380.72828448465,4263049.237784484,970.9570011402402
683,335380.6895,4263049.201644572,973.1988294552552
684,335380.65046015126,4263049.165060151,975.4406577702703
685,335380.61195325875,4263049.129,977.6824860852853
686,335380.5731468764,4263049.092867191,979.9243144003001
687,335380.5343055045,4263049.056,982.1661427153151
688,335380.4955826632,4263049.02,984.4079710303301
689,335380.45665082935,4263048.983301659,986.6497993453452
690,335380.418,4263048.947,988.8916276603602
691,335380.3794,4263048.911,991.1334559753752
692,335380.34049577237,4263048.874195772,993.3752842903903
693,335380.3018095807,4263048.838,995.6171126054053
694,335380.26301836135,4263048.801636723,997.8589409204203
695,335380.2240889551,4263048.765,1000.1007692354353
696,335380.1855,4263048.728999999,1002.3425975504504
697,335380.14678093855,4263048.692,1004.5844258654654
698,335380.10788343655,4263048.656,1006.8262541804804
699,335380.06897394103,4263048.62,1009.0680824954954
700,335380.0303845178,4263048.583000001,1011.3099108105105
701,335379.99148746853,4263048.547,1013.5517391255255
702,335379.95285768126,4263048.510515362,1015.7935674405405
703,335379.914303458,4263048.473999999,1018.0353957555556
704,335379.8755,4263048.438,1020.2772240705706
705,335379.83636593836,4263048.401931876,1022.5190523855854
706,335379.79795628367,4263048.365,1024.7608807006004
707,335379.75893062324,4263048.329,1027.0027090156154
708,335379.7200652427,4263048.291999999,1029.2445373306305
709,335379.7031,4263048.24356167,1031.4863656456455
710,335379.6987,4263048.187,1033.7281939606605
711,335379.6943,4263048.13,1035.9700222756755
712,335379.6899,4263048.073,1038.2118505906906
713,335379.686,4263048.017,1040.4536789057056
714,335379.6816,4263047.96,1042.6955072207206
715,335379.6772,4263047.903,1044.9373355357357
716,335379.6731396134,4263047.846599033,1047.1791638507507
717,335379.6689,4263047.789443737,1049.4209921657657
718,335379.6646,4263047.733,1051.6628204807807
719,335379.6602,4263047.67684821,1053.9046487957958
720,335379.6563,4263047.62,1056.1464771108108
721,335379.6519,4263047.563,1058.3883054258258
722,335379.6475,4263047.506,1060.6301337408408
723,335379.6431,4263047.449580371,1062.8719620558556
724,335379.6392,4263047.392903749,1065.1137903708707
725,335379.6348,4263047.336138466,1067.3556186858857
726,335379.6304,4263047.279831606,1069.5974470009007
727,335379.626,4263047.222925239,1071.8392753159158
728,335379.6221,4263047.166193947,1074.0811036309308
729,335379.6177,4263047.109008012,1076.3229319459458
730,335379.6133,4263047.052592458,1078.5647602609608
731,335379.60912917997,4263046.99645836,1080.8065885759759
732,335379.605,4263046.939077318,1083.048416890991
733,335379.6006,4263046.882886337,1085.290245206006
734,335379.5962,4263046.825867116,1087.532073521021
735,335379.5923,4263046.769106288,1089.773901836036
736,335379.5879,4263046.712124392,1092.015730151051
737,335379.5835,4263046.656,1094.257558466066
738,335379.5791,4263046.599475202,1096.499386781081
739,335379.5752,4263046.542023318,1098.741215096096
740,335379.5708,4263046.4859340945,1100.983043411111
741,335379.5664,4263046.429,1103.224871726126
742,335379.562,4263046.372004412,1105.466700041141
743,335379.5581,4263046.315221391,1107.708528356156
744,335379.5537,4263046.259,1109.950356671171
745,335379.5493,4263046.202497414,1112.192184986186
746,335379.5449,4263046.145950147,1114.434013301201
747,335379.541,4263046.089,1116.675841616216
748,335379.5366,4263046.031786799,1118.917669931231
749,335379.5322,4263045.9759037895,1121.1594982462461
750,335379.5278533902,4263045.919106781,1123.4013265612612
751,335379.5239,4263045.862,1125.6431548762762
752,335379.5195,4263045.805497404,1127.8849831912912
753,335379.5151,4263045.749,1130.1268115063062
754,335379.5112,4263045.692,1132.3686398213213
755,335379.5068,4263045.634765901,1134.6104681363363
756,335379.5068398282,4263045.581920343,1136.8522964513513
757,335379.5225,4263045.540068536,1139.0941247663663
758,335379.5381,4263045.498,1141.3359530813814
759,335379.5537,4263045.456,1143.5777813963962
760,335379.5693,4263045.414,1145.8196097114112
761,335379.58487758326,4263045.372244833,1148.0614380264262
762,335379.6001724961,4263045.33,1150.3032663414413
763,335379.6157700346,4263045.288,1152.5450946564563
764,335379.6313,4263045.246079605,1154.7869229714713
765,335379.647,4263045.204169626,1157.0287512864863
766,335379.6626,4263045.162616877,1159.2705796015014
767,335379.6782,4263045.120991472,1161.5124079165164
768,335379.6936218379,4263045.079,1163.7542362315314
769,335379.7090238033,4263045.036952393,1165.9960645465464
770,335379.7246600927,4263044.994879815,1168.2378928615615
771,335379.7402,4263044.953,1170.4797211765765
772,335379.7558275481,4263044.911144904,1172.7215494915915
773,335379.7715,4263044.869,1174.9633778066066
774,335379.787072022,4263044.827,1177.2052061216216
775,335379.80247438466,4263044.785451231,1179.4470344366366
776,335379.8179,4263044.743,1181.6888627516516
777,335379.83355256484,4263044.701,1183.9306910666667
778,335379.8491,4263044.6591102965,1186.1725193816815
779,335379.8646114794,4263044.617221301,1188.4143476966965
780,335379.8804,4263044.575930697,1190.6561760117115
781,335379.8955,4263044.534,1192.8980043267266
782,335379.91134054994,4263044.4915189,1195.1398326417416
783,335379.9268,4263044.45,1197.3816609567566
784,335379.9424,4263044.40785808,1199.6234892717716
785,335379.958,4263044.366,1201.8653175867867
786,335379.97347650834,4263044.324246983,1204.1071459018017
787,335379.9892525199,4263044.28209496,1206.3489742168167
788,335380.0044,4263044.24,1208.5908025318317
789,335380.0202145633,4263044.198,1210.8326308468468
790,335380.0356,4263044.156,1213.0744591618618
791,335380.0513053257,4263044.114989349,1215.3162874768768
792,335380.0669,4263044.073,1217.5581157918919
793,335380.0823603057,4263044.030279389,1219.7999441069069
794,335380.0980204742,4263043.989,1222.041772421922
795,335380.1133,4263043.947,1224.283600736937
796,335380.1289,4263043.905,1226.5254290519517
797,335380.1445,4263043.863,1228.7672573669668
798,335380.1602,4263043.821,1231.0090856819818
799,335380.1758,4263043.779,1233.2509139969968
800,335380.1851,4263043.741,1235.4927423120118
801,335380.1943,4263043.703,1237.7345706270269
802,335380.20358975895,4263043.665,1239.976398942042
803,335380.2125371061,4263043.626725788,1242.218227257057
804,335380.2217,4263043.588668758,1244.460055572072
805,335380.231,4263043.551,1246.701883887087
806,335380.2399262587,4263043.512,1248.943712202102
807,335380.249,4263043.4744103765,1251.185540517117
808,335380.2583,4263043.436138563,1253.427368832132
809,335380.26750373974,4263043.39819252,1255.669197147147
810,335380.2764840367,4263043.36,1257.9110254621621
811,335380.2856,4263043.3221598035,1260.1528537771771
812,335380.2949,4263043.284,1262.3946820921922
813,335380.3037,4263043.246051723,1264.6365104072072
814,335380.313,4263043.208000001,1266.878338722222
815,335380.3223,4263043.17,1269.120167037237
816,335380.3313792399,4263043.132,1271.361995352252
817,335380.3403168278,4263043.094,1273.603823667267
818,335380.3496,4263043.055778031,1275.845651982282
819,335380.3589,4263043.018,1278.0874802972971
820,335380.3677,4263042.98,1280.3293086123122
821,335380.377,4263042.942,1282.5711369273272
822,335380.3862,4263042.903533737,1284.8129652423422
823,335380.3951972078,4263042.865605584,1287.0547935573572
824,335380.4043,4263042.828,1289.2966218723723
825,335380.4136,4263042.789821558,1291.5384501873873
826,335380.4229,4263042.751,1293.7802785024023
827,335380.4316,4263042.713152338,1296.0221068174174
828,335380.4409,4263042.676,1298.2639351324324
829,335380.4502,4263042.63763556,1300.5057634474474
830,335380.4593037842,4263042.599392431,1302.7475917624624
831,335380.4683,4263042.561391382,1304.9894200774775
832,335380.4775,4263042.522936802,1307.2312483924923
833,335380.4868,4263042.485,1309.4730767075073
834,335380.4956,4263042.447196115,1311.7149050225223
835,335380.5049,4263042.409,1313.9567333375373
836,335380.5142,4263042.371,1316.1985616525524
837,335380.5231676026,4263042.333000001,1318.4403899675674
838,335380.53194211284,4263042.296,1320.6822182825824
839,335380.5366,4263042.27,1322.9240465975975
840,335380.541,4263042.243,1325.1658749126125
841,335380.5459,4263042.216,1327.4077032276275
842,335380.5503,4263042.188999999,1329.6495315426425
843,335380.5552,4263042.162,1331.8913598576576
844,335380.5596,4263042.135,1334.1331881726726
845,335380.564,4263042.108639807,1336.3750164876876
846,335380.5688,4263042.0819999995,1338.6168448027026
847,335380.5732,4263042.055,1340.8586731177177
848,335380.5781,4263042.028,1343.1005014327327
849,335380.5825,4263042.001386539,1345.3423297477477
850,335380.5869,4263041.975,1347.5841580627628
851,335380.5918,4263041.948,1349.8259863777776
852,335380.5962,4263041.921,1352.0678146927926
853,335380.6011,4263041.893999999,1354.3096430078076
854,335380.6055,4263041.86704714,1356.5514713228226
855,335380.61011091067,4263041.840578179,1358.7932996378377
856,335380.6147,4263041.813481055,1361.0351279528527
857,335380.6191,4263041.787,1363.2769562678677
858,335380.624,4263041.76,1365.5187845828827
859,335380.6284,4263041.733,1367.7606128978978
860,335380.6333,4263041.70695759,1370.0024412129128
861,335380.6377,4263041.68,1372.2442695279278
862,335380.6421,4263041.653,1374.4860978429429
863,335380.647,4263041.626,1376.7279261579579
864,335380.6514,4263041.598999999,1378.969754472973
865,335380.6563,4263041.572347172,1381.211582787988
866,335380.6606,4263041.545752423,1383.453411103003
867,335380.665,4263041.518999999,1385.695239418018
868,335380.6699,4263041.492,1387.937067733033
869,335380.6743,4263041.465115462,1390.1788960480478
870,335380.6792,4263041.438,1392.4207243630628
871,335380.6836,4263041.4116870845,1394.6625526780779
872,335380.6882557972,4263041.385,1396.904380993093
873,335380.6929,4263041.358,1399.146209308108
874,335380.6973,4263041.331,1401.388037623123
875,335380.7021,4263041.304287314,1403.629865938138
876,335380.7065,4263041.27725518,1405.871694253153
877,335380.7114,4263041.250949661,1408.113522568168
878,335380.7158,4263041.223999999,1410.355350883183
879,335380.7203628372,4263041.197,1412.597179198198
880,335380.7251,4263041.17,1414.8390075132131
881,335380.7295,4263041.143999999,1417.0808358282281
882,335380.7319,4263041.142,1419.3226641432432
883,335380.7344,4263041.1389999995,1421.5644924582582
884,335380.7368,4263041.137,1423.8063207732732
885,335380.7393,4263041.134,1426.0481490882883
886,335380.7417,4263041.132,1428.2899774033033
887,335380.7441,4263041.129,1430.531805718318
888,335380.7466,4263041.126,1432.773634033333
889,335380.749,4263041.124,1435.0154623483481
890,335380.75148500496,4263041.121,1437.2572906633632
891,335380.75369437534,4263041.119,1439.4991189783782
892,335380.7559,4263041.116,1441.7409472933932
893,335380.75831320044,4263041.114,1443.9827756084082
894,335380.7607,4263041.1110000005,1446.2246039234233
895,335380.7632,4263041.109,1448.4664322384383
896,335380.7656,4263041.106000001,1450.7082605534533
897,335380.7681,4263041.103999999,1452.9500888684684
898,335380.7705,4263041.101,1455.1919171834834
899,335380.7729,4263041.098472367,1457.4337454984984
900,335380.7754,4263041.096,1459.6755738135134
901,335380.7778,4263041.094,1461.9174021285285
902,335380.7803,4263041.091,1464.1592304435435
903,335380.7827,4263041.088,1466.4010587585585
904,335380.7852,4263041.086,1468.6428870735735
905,335380.7876,4263041.083000001,1470.8847153885886
906,335380.79,4263041.081,1473.1265437036034
907,335380.7925,4263041.078,1475.3683720186184
908,335380.7949,4263041.076,1477.6102003336334
909,335380.7974,4263041.073,1479.8520286486485
910,335380.7998,4263041.071,1482.0938569636635
911,335380.8022,4263041.068,1484.3356852786785
912,335380.8047,4263041.065,1486.5775135936935
913,335380.8071,4263041.063,1488.8193419087086
914,335380.8096,4263041.06,1491.0611702237236
915,335380.812,4263041.058,1493.3029985387386
916,335380.8145,4263041.055,1495.5448268537536
917,335380.8169,4263041.053,1497.7866551687687
918,335380.8193,4263041.05,1500.0284834837837
919,335380.8218,4263041.048,1502.2703117987987
920,335380.8237,4263041.045,1504.5121401138138
921,335380.8242,4263041.045,1506.7539684288288
922,335380.8247,4263041.045,1508.9957967438438
923,335380.8252,4263041.045,1511.2376250588588
924,335380.8257,4263041.045,1513.4794533738739
925,335380.8262,4263041.044,1515.721281688889
926,335380.8267,4263041.044,1517.963110003904
927,335380.8271,4263041.044,1520.204938318919
928,335380.8276,4263041.044,1522.446766633934
929,335380.8281,4263041.0430000005,1524.688594948949
930,335380.8286,4263041.0430000005,1526.930423263964
931,335380.8291,4263041.0430000005,1529.172251578979
932,335380.8296,4263041.0430000005,1531.414079893994
933,335380.8301,4263041.0430000005,1533.6559082090087
934,335380.8306,4263041.041999999,1535.8977365240237
935,335380.8311,4263041.041999999,1538.1395648390387
936,335380.8315,4263041.041999999,1540.3813931540537
937,335380.832,4263041.041999999,1542.6232214690688
938,335380.8325,4263041.041999999,1544.8650497840838
939,335380.833,4263041.041999999,1547.1068780990988
940,335380.8335,4263041.041,1549.3487064141138
941,335380.834,4263041.041,1551.5905347291289
942,335380.8345,4263041.041,1553.832363044144
943,335380.835,4263041.041,1556.074191359159
944,335380.8354,4263041.04,1558.316019674174
945,335380.8359,4263041.04,1560.557847989189
946,335380.8364,4263041.04,1562.799676304204
947,335380.8369,4263041.04,1565.041504619219
948,335380.8374,4263041.04,1567.283332934234
949,335380.8383350012,4263041.039,1569.525161249249
950,335380.8389,4263041.039,1571.7669895642641
951,335380.8394,4263041.039,1574.0088178792791
952,335380.8398,4263041.039,1576.2506461942942
953,335380.8403,4263041.038,1578.4924745093092
954,335380.8408,4263041.038,1580.7343028243242
955,335380.8413,4263041.038,1582.9761311393393
956,335380.8418,4263041.038,1585.2179594543543
957,335380.8423,4263041.038,1587.4597877693693
958,335380.8428,4263041.037,1589.7016160843843
959,335380.8433,4263041.037,1591.9434443993994
960,335380.8438,4263041.037,1594.1852727144144
961,335380.8442,4263041.037,1596.4271010294294
962,335380.8423,4263041.032,1598.6689293444445
963,335380.8403,4263041.027,1600.9107576594595
964,335380.8384,4263041.021000001,1603.1525859744745
965,335380.8364,4263041.016,1605.3944142894895
966,335380.834,4263041.01,1607.6362426045046
967,335380.832,4263041.005,1609.8780709195196
968,335380.8301,4263041.0,1612.1198992345346
969,335380.8281,4263040.994,1614.3617275495496
970,335380.8262,4263040.988594942,1616.6035558645642
971,335380.8237,4263040.983,1618.8453841795792
972,335380.8218,4263040.978,1621.0872124945943
973,335380.8198,4263040.972,1623.3290408096093
974,335380.8179,4263040.967,1625.5708691246243
975,335380.8154883739,4263040.961,1627.8126974396394
976,335380.8135,4263040.956,1630.0545257546544
977,335380.8115,4263040.95,1632.2963540696694
978,335380.8096,4263040.944531776,1634.5381823846844
979,335380.8076,4263040.938999999,1636.7800106996995
980,335380.8052,4263040.933999999,1639.0218390147145
981,335380.8032,4263040.928,1641.2636673297295
982,335380.8013,4263040.92230661,1643.5054956447445
983,335380.7993,4263040.916999999,1645.7473239597596
984,335380.7969,4263040.911695114,1647.9891522747746
985,335380.7949,4263040.906,1650.2309805897896
986,335380.793,4263040.901000001,1652.4728089048047
987,335380.791,4263040.895,1654.7146372198197
988,335380.7889746824,4263040.889749364,1656.9564655348347
989,335380.7866,4263040.884,1659.1982938498497
990,335380.7847,4263040.8782006325,1661.4401221648648
991,335380.7827,4263040.873,1663.6819504798798
992,335380.7808,4263040.867925369,1665.9237787948948
993,335380.7783,4263040.862,1668.1656071099098
994,335380.7764,4263040.8562742835,1670.4074354249249
995,335380.7744,4263040.851,1672.64926373994
996,335380.7725,4263040.845129505,1674.891092054955
997,335380.77,4263040.84,1677.13292036997
998,335380.7681,4263040.834617664,1679.374748684985
999,335380.7661,4263040.829,1681.616577
