,X,Y,Z
378,335360.5994360523,4263043.610548484,289.44119337567565
379,335360.8572339722,4263043.6659574285,291.6830216906907
380,335361.10558293643,4263043.733691675,293.9248500057056
381,335361.3539259007,4263043.800969126,296.1666783207206
382,335361.6023163875,4263043.868298494,298.40850663573565
383,335361.85070543905,4263043.936272109,300.6503349507507
384,335362.0989909439,4263044.004111698,302.8921632657657
385,335362.34721359063,4263044.071558072,305.13399158078073
386,335362.5957106155,4263044.138798084,307.37581989579576
387,335362.8438751475,4263044.206844367,309.6176482108108
388,335363.0922317339,4263044.273984485,311.8594765258258
389,335363.3405079241,4263044.3422621945,314.1013048408407
390,335363.5890876409,4263044.40984382,316.34313315585575
391,335363.83719372243,4263044.4774139095,318.5849614708708
392,335364.08551152877,4263044.545115381,320.8267897858858
393,335364.3338164478,4263044.612701217,323.06861810090084
394,335364.58232542017,4263044.68032542,325.31044641591586
395,335364.8305234133,4263044.747985817,327.5522747309309
396,335365.0787995768,4263044.815259103,329.7941030459459
397,335365.3271731447,4263044.883272804,332.03593136096094
398,335365.575316838,4263044.951253827,334.27775967597586
399,335365.8238480988,4263045.018465477,336.5195879909909
400,335366.0721205359,4263045.085775112,338.7614163060059
401,335366.3204536818,4263045.153843274,341.00324462102094
402,335366.5687256337,4263045.221,343.24507293603597
403,335366.8171430905,4263045.289218556,345.486901251051
404,335367.06543484115,4263045.35654145,347.728729566066
405,335367.31392601837,4263045.424808673,349.97055788108105
406,335367.5620651091,4263045.492006167,352.2123861960961
407,335367.8103846427,4263045.55970086,354.454214511111
408,335368.0587424139,4263045.627682376,356.696042826126
409,335368.307015034,4263045.69497501,358.93787114114104
410,335368.555235586,4263045.763007263,361.1796994561561
411,335368.80359189364,4263045.830556758,363.4215277711711
412,335369.05203261774,4263045.897826895,365.6633560861861
413,335369.3003447123,4263045.965555606,367.90518440120115
414,335369.5486704122,4263046.033396449,370.1470127162162
415,335369.79695381416,4263046.101,372.3888410312312
416,335370.0251869072,4263046.162945361,374.6306693462461
417,335370.21666765964,4263046.213969923,376.87249766126115
418,335370.40818470385,4263046.264993627,379.1143259762762
419,335370.59969350783,4263046.316000001,381.3561542912912
420,335370.790720712,4263046.367,383.59798260630623
421,335370.9822320214,4263046.417150918,385.83981092132126
422,335371.17375010904,4263046.469102297,388.0816392363363
423,335371.36524925486,4263046.520156929,390.3234675513513
424,335371.5564816695,4263046.571,392.56529586636634
425,335371.74792846205,4263046.621376574,394.80712418138137
426,335371.9393554621,4263046.672611045,397.0489524963963
427,335372.13092452165,4263046.723232846,399.2907808114113
428,335372.3220018317,4263046.774179957,401.53260912642634
429,335372.5135473278,4263046.825345469,403.77443744144136
430,335372.70495042304,4263046.876397183,406.0162657564564
431,335372.896491585,4263046.927338997,408.2580940714714
432,335373.0878279799,4263046.978366149,410.49992238648645
433,335373.27925251354,4263047.029226257,412.7417507015015
434,335373.4705918858,4263047.080416718,414.9835790165165
435,335373.66215266124,4263047.131443786,417.2254073315314
436,335373.85343507404,4263047.182470532,419.46723564654644
437,335374.04504002316,4263047.23385001,421.70906396156147
438,335374.23619791266,4263047.284522253,423.9508922765765
439,335374.4277170892,4263047.335549339,426.1927205915915
440,335374.61915154586,4263047.386426926,428.43454890660655
441,335374.8105951009,4263047.437260579,430.6763772216216
442,335375.00176891906,4263047.4886293,432.9182055366366
443,335375.19328831503,4263047.539656435,435.16003385165163
444,335375.38469157356,4263047.59,437.40186216666655
445,335375.57603533554,4263047.64155639,439.6436904816816
446,335375.7674357028,4263047.692470774,441.8855187966966
447,335375.95893068786,4263047.743694482,444.12734711171163
448,335376.15046541556,4263047.793787594,446.36917542672666
449,335376.3416094981,4263047.844761896,448.6110037417417
450,335376.53323972895,4263047.8958819825,450.8528320567567
451,335376.72449788556,4263047.947,453.09466037177174
452,335376.9160277726,4263047.997892675,455.33648868678677
453,335377.1075532228,4263048.048911083,457.5783170018017
454,335377.29863785213,4263048.1,459.8201453168167
455,335377.4900754651,4263048.150971697,462.06197363183173
456,335377.68159455206,4263048.201998762,464.30380194684676
457,335377.87310333835,4263048.253025835,466.5456302618618
458,335378.06422254676,4263048.304050579,468.7874585768768
459,335378.2134523966,4263048.353052396,471.02928689189184
460,335378.30645025516,4263048.398921187,473.27111520690687
461,335378.39908861957,4263048.445792413,475.5129435219219
462,335378.49203043315,4263048.491330434,477.7547718369369
463,335378.58499316033,4263048.53762215,479.99660015195195
464,335378.6777922112,4263048.583522216,482.238428466967
465,335378.7707173123,4263048.629717312,484.480256781982
466,335378.8634930921,4263048.676,486.72208509699703
467,335378.95651920245,4263048.722220633,488.96391341201183
468,335379.04934057896,4263048.76802029,491.20574172702686
469,335379.1421405689,4263048.814021352,493.4475700420419
470,335379.23523907905,4263048.86091954,495.6893983570569
471,335379.3278651002,4263048.9065302005,497.93122667207194
472,335379.4208402279,4263048.952720114,500.17305498708697
473,335379.5135603042,4263048.999,502.414883302102
474,335379.60662530013,4263049.045446643,504.656711617117
475,335379.69954048237,4263049.091420242,506.89853993213205
476,335379.79226422874,4263049.137318429,509.1403682471471
477,335379.8850986779,4263049.183597355,511.3821965621621
478,335379.97820343846,4263049.229203438,513.6240248771771
479,335380.0708346126,4263049.276017306,515.8658531921922
480,335380.16393271566,4263049.322,518.1076815072072
481,335380.2564543478,4263049.367818077,520.3495098222222
482,335380.349532887,4263049.414716443,522.5913381372372
483,335380.44244334416,4263049.460617337,524.8331664522523
484,335380.5354334407,4263049.506583602,527.0749947672673
485,335380.6282343443,4263049.552417172,529.3168230822821
486,335380.7209904277,4263049.598316171,531.5586513972971
487,335380.8137062784,4263049.645108568,533.8004797123122
488,335380.9069150092,4263049.691000001,536.0423080273272
489,335380.9995324536,4263049.737016226,538.2841363423422
490,335381.0925698137,4263049.783,540.5259646573572
491,335381.1852179628,4263049.829686625,542.7677929723723
492,335381.2782586171,4263049.875715062,545.0096212873873
493,335381.3711956849,4263049.921547842,547.2514496024023
494,335381.4638763677,4263049.967513878,549.4932779174173
495,335381.5568585705,4263050.01417238,551.7351062324324
496,335381.6496836472,4263050.060313459,553.9769345474474
497,335381.6919,4263050.102,556.2187628624624
498,335381.6938,4263050.140047958,558.4605911774775
499,335381.6953,4263050.178884584,560.7024194924925
500,335381.6973,4263050.2177616535,562.9442478075075
501,335381.6992,4263050.255619402,565.1860761225225
502,335381.7007,4263050.294,567.4279044375376
503,335381.7026,4263050.332534965,569.6697327525524
504,335381.7046,4263050.371192703,571.9115610675674
505,335381.7061,4263050.409050161,574.1533893825824
506,335381.708,4263050.447906399,576.3952176975974
507,335381.71,4263050.4860000005,578.6370460126125
508,335381.7114,4263050.5246216105,580.8788743276275
509,335381.7134,4263050.563,583.1207026426425
510,335381.71496831963,4263050.601336639,585.3625309576576
511,335381.7168,4263050.64,587.6043592726726
512,335381.7188,4263050.678,589.8461875876876
513,335381.7202,4263050.716906162,592.0880159027026
514,335381.7222,4263050.754764838,594.3298442177177
515,335381.7241,4263050.7930000005,596.5716725327327
516,335381.7256,4263050.8319999995,598.8135008477477
517,335381.7275,4263050.870338037,601.0553291627627
518,335381.7295,4263050.908991532,603.2971574777778
519,335381.731,4263050.947051031,605.5389857927928
520,335381.7329,4263050.985909583,607.7808141078078
521,335381.7349,4263051.024,610.0226424228229
522,335381.7363,4263051.062624803,612.2644707378377
523,335381.7383,4263051.101,614.5062990528527
524,335381.7397729214,4263051.139145843,616.7481273678677
525,335381.7417,4263051.177196129,618.9899556828827
526,335381.7437,4263051.216054462,621.2317839978978
527,335381.7451,4263051.254,623.4736123129128
528,335381.7471,4263051.292769901,625.7154406279278
529,335381.749,4263051.331626245,627.9572689429428
530,335381.7505,4263051.369118769,630.1990972579579
531,335381.7524,4263051.408,632.4409255729729
532,335381.7544,4263051.446198095,634.6827538879879
533,335381.7559,4263051.485056531,636.924582203003
534,335381.7578,4263051.522915,639.166410518018
535,335381.7596851127,4263051.561770226,641.408238833033
536,335381.7612,4263051.6,643.650067148048
537,335381.7632,4263051.638082207,645.8918954630631
538,335381.7647704954,4263051.677,648.1337237780781
539,335381.7666,4263051.7151993215,650.3755520930931
540,335381.7666,4263051.734,652.6173804081079
541,335381.7646,4263051.731093795,654.859208723123
542,335381.7623758085,4263051.728999999,657.101037038138
543,335381.7603,4263051.726,659.342865353153
544,335381.7583,4263051.723999999,661.584693668168
545,335381.7563,4263051.721,663.826521983183
546,335381.7544,4263051.718,666.0683502981981
547,335381.75239415525,4263051.716,668.3101786132131
548,335381.75,4263051.713,670.5520069282281
549,335381.748,4263051.71,672.7938352432432
550,335381.7461,4263051.708000001,675.0356635582582
551,335381.7441,4263051.705,677.2774918732732
552,335381.7422,4263051.702,679.5193201882882
553,335381.7397,4263051.699,681.7611485033033
